CompanyName,Name,Legal
"BENCONT GROUP, a. s.","BENCONT GROUP, a. s.",
ConsultFin s.r.o,ConsultFin s.r.o,
"Wishmaker, j.s.a.","Wishmaker, j.s.a.",
FUMBI NETWORK j. s. a.,FUMBI NETWORK j. s. a.,
Obec Bodružal,Obec Bodružal,
AJ Investments s.r.o.,AJ Investments s.r.o.,
"EMM, spol. s r.o.","EMM, spol. s r.o.",
"Mišíkova 15, s. r. o.","Mišíkova 15, s. r. o.",
"PLASTOVEX, s.r.o.","PLASTOVEX, s.r.o.",
"REGIONIS SK, s. r. o.","REGIONIS SK, s. r. o.",
"ACTIVE FINANCE a.s.,","ACTIVE FINANCE a.s.,",
"JAPEKS, s.r.o.","JAPEKS, s.r.o.",
"Qd,s.r.o.","Qd,s.r.o.",
CAR POSITIVE s.r.o.,CAR POSITIVE s.r.o.,
"PretiumEns, s. r. o.","PretiumEns, s. r. o.",
"T R A D I A, s.r.o.","T R A D I A, s.r.o.",
"PASEO Development, družstvo","PASEO Development, družstvo",
"Kaliareň, s.r.o.","Kaliareň, s.r.o.",
"PIXEL ART LAB, s.r.o.","PIXEL ART LAB, s.r.o.",
Ella Solutions j.s.a.,Ella Solutions j.s.a.,
"eROBOT, j.s.a.","eROBOT, j.s.a.",
"LikoSpol, a.s.","LikoSpol, a.s.",
Slovenská kancelária poisťovateľov,Slovenská kancelária poisťovateľov,
"RS Slovensko, s. r. o.","RS Slovensko, s. r. o.",
STUDIAL IN s.r.o.,STUDIAL IN s.r.o.,
Monly j. s. a.,Monly j. s. a.,
"APEX Services, s.r.o.","APEX Services, s.r.o.",
VacuumLabs Holding j.s.a.,VacuumLabs Holding j.s.a.,
"WINFA, s.r.o.","WINFA, s.r.o.",
"Sweety, s.r.o.","Sweety, s.r.o.",
"CASH - INVEST TRADE, s.r.o.","CASH - INVEST TRADE, s.r.o.",
FRIMAS spol. s r.o.,FRIMAS spol. s r.o.,
ADATE RD s.r.o.,ADATE RD s.r.o.,
"KIKA DRINKS, j.s.a.","KIKA DRINKS, j.s.a.",
ePORT s.r.o.,ePORT s.r.o.,
LUSET s.r.o.,LUSET s.r.o.,
"Dactos, s. r. o.","Dactos, s. r. o.",
FUMBI QI j. s. a.,FUMBI QI j. s. a.,
"CHEMES, a.s. Humenné","CHEMES, a.s. Humenné",
Medimex SLOVAKIA s.r.o.,Medimex SLOVAKIA s.r.o.,
AlphaNet Partners s.r.o.,AlphaNet Partners s.r.o.,
"HYDREX HOLDING, a.s.","HYDREX HOLDING, a.s.",
"ORION TIP SK, a.s.","ORION TIP SK, a.s.",
"ARZ, s.r.o.","ARZ, s.r.o.",
"NICHOLTRACKT, s.r.o.","NICHOLTRACKT, s.r.o.",
"Palamiso, s.r.o.","Palamiso, s.r.o.",
Xamble Technologies s. r. o.,Xamble Technologies s. r. o.,
"FORAL Invest, a.s.","FORAL Invest, a.s.",
"PD Veľká Hradná, a.s.","PD Veľká Hradná, a.s.",
AA Group Slovakia s.r.o.,AA Group Slovakia s.r.o.,
"Asseco CE Cloud, a.s.","Asseco CE Cloud, a.s.",
"EZ funding, s.r..o.","EZ funding, s.r..o.",
"Mlynek & Co. Holding, j.s.a.","Mlynek & Co. Holding, j.s.a.",
"Invest4Life, o.c.p., a.s.","Invest4Life, o.c.p., a.s.",
InoBat j.s.a.,InoBat j.s.a.,
"On Ret, družstvo v likvidácii","On Ret, družstvo v likvidácii",
FUERGY Industries j. s. a.,FUERGY Industries j. s. a.,
"RIGHT POWER SOLUTIONS, s.r.o.","RIGHT POWER SOLUTIONS, s.r.o.",
Auri Management k.s.,Auri Management k.s.,
IPM GF V j.s.a.,IPM GF V j.s.a.,
AXE Capital Group SE,AXE Capital Group,SE
ELAMONT a.s. v likvidácii,ELAMONT a.s. v likvidácii,
"ADVOKÁTSKA KANCELÁRIA SLIVKA & LEČKOVÁ, s.r.o.","ADVOKÁTSKA KANCELÁRIA SLIVKA & LEČKOVÁ, s.r.o.",
"SKY - ECO, s.r.o.","SKY - ECO, s.r.o.",
NEXALTIC Capital s. r. o.,NEXALTIC Capital s. r. o.,
"UNIVERSUM-INVEST HOUSE, s.r.o.","UNIVERSUM-INVEST HOUSE, s.r.o.",
"Nová Nitra I, a. s.","Nová Nitra I, a. s.",
"Banská obchodná a stavebná spoločnosť, s.r.o.","Banská obchodná a stavebná spoločnosť, s.r.o.",
JUST Credit j.s.a.,JUST Credit j.s.a.,
"Albéa Slovakia, s.r.o.","Albéa Slovakia, s.r.o.",
ETS TRADING j.s.a.,ETS TRADING j.s.a.,
ETS SLOVAKIA j.s.a.,ETS SLOVAKIA j.s.a.,
Cronos Invest j.s.a.,Cronos Invest j.s.a.,
"Pečivárne Lipt.Hrádok, s.r.o.","Pečivárne Lipt.Hrádok, s.r.o.",
ENIQUE Energy s.r.o.,ENIQUE Energy s.r.o.,
Pinkfreedom s.r.o. v likvidácii,Pinkfreedom s.r.o. v likvidácii,
ZWIRN area s.r.o.,ZWIRN area s.r.o.,
GOLSTROJ-SM s.r.o.,GOLSTROJ-SM s.r.o.,
"DOLFIN, spol. s r.o.","DOLFIN, spol. s r.o.",
"CEVO, s. r. o.","CEVO, s. r. o.",
"Glamour Slovakia, a.s.","Glamour Slovakia, a.s.",
"ePERSPEKTA, s.r.o.","ePERSPEKTA, s.r.o.",
BGM INTERNATIONAL s.r.o.,BGM INTERNATIONAL s.r.o.,
"Glick, a. s.","Glick, a. s.",
POĽNO VTÁČNIK a.s.,POĽNO VTÁČNIK a.s.,
"Indexový globálny dôchodkový fond UNIQA d.d.s., a.s., príspevkový d.d.f.","Indexový globálny dôchodkový fond UNIQA d.d.s., a.s., príspevkový d.d.f.",
"PROFITECH SLOVAKIA, spol. s r. o.","PROFITECH SLOVAKIA, spol. s r. o.",
"GREATregister.org, j.s.a.","GREATregister.org, j.s.a.",
"Fram Capital Invest, a.s.","Fram Capital Invest, a.s.",
"OMEGA - REALITY, a.s.","OMEGA - REALITY, a.s.",
"NICOLS CAPITAL, s.r.o.","NICOLS CAPITAL, s.r.o.",
"SIXTH SENSE, s.r.o.","SIXTH SENSE, s.r.o.",
"ETERNAL TRADE, s. r. o.","ETERNAL TRADE, s. r. o.",
Leama j.s.a.,Leama j.s.a.,
Obec Ďanová,Obec Ďanová,
COVER Invest j. s. a.,COVER Invest j. s. a.,
AAH Park Topoľčany j.s.a.,AAH Park Topoľčany j.s.a.,
Seky IT s.r.o.,Seky IT s.r.o.,
"HB Reavis Investment Management správ. spol., a. s.","HB Reavis Investment Management správ. spol., a. s.",
ARÉNA Pezinok s. r. o.,ARÉNA Pezinok s. r. o.,
"AST Odenwald, a.s.","AST Odenwald, a.s.",
"RP Equity Investment, s. r. o.","RP Equity Investment, s. r. o.",
SK-EM j.s.a,SK-EM j.s.a,
AD s.r.o.,AD s.r.o.,
IKONEO s. r. o.,IKONEO s. r. o.,
"Rímskokatolícka cirkev, Žilinská diecéza","Rímskokatolícka cirkev, Žilinská diecéza",
"JAV - AKC, s.r.o.","JAV - AKC, s.r.o.",
Obec Velčice,Obec Velčice,
ZUHA s.r.o.,ZUHA s.r.o.,
TWINLOGY s. r. o.,TWINLOGY s. r. o.,
MERIGLOBE PROPERTY MALACHOV s. r. o.,MERIGLOBE PROPERTY MALACHOV s. r. o.,
Krupa Global Investments j.s.a.,Krupa Global Investments j.s.a.,
"Smart Computer Systems, spol. s r.o. v likvidácii","Smart Computer Systems, spol. s r.o. v likvidácii",
"Solvent SR, spol. s r. o.","Solvent SR, spol. s r. o.",
Grainseed s.r.o.,Grainseed s.r.o.,
Petrus Advisers Bratislava k. s.,Petrus Advisers Bratislava k. s.,
"TECHNOPOL SERVIS, a.s.","TECHNOPOL SERVIS, a.s.",
Lagoudera a.s.,Lagoudera a.s.,
"FALCON Capital CEE, s.r.o.","FALCON Capital CEE, s.r.o.",
"Vincentis, spol. s r. o.","Vincentis, spol. s r. o.",
"ProCover, s. r. o.","ProCover, s. r. o.",
"ABILITY, s.r.o.","ABILITY, s.r.o.",
"J&T ENERGY FINANCING EUR VI, a.s.","J&T ENERGY FINANCING EUR VI, a.s.",
"Braytonchain Lab, s. r. o.","Braytonchain Lab, s. r. o.",
"EdgeCom, a. s.","EdgeCom, a. s.",
Eco-Green eu s.r.o.,Eco-Green eu s.r.o.,
"j8n, s.r.o.","j8n, s.r.o.",
AP invest europe s. r. o.,AP invest europe s. r. o.,
"TYCHÉ, s.r.o.","TYCHÉ, s.r.o.",
"zerovia, s.r.o.","zerovia, s.r.o.",
Reality RS a.s.,Reality RS a.s.,
Dostupné bývanie 01 s.r.o.,Dostupné bývanie 01 s.r.o.,
DOSTUPNE BYVANIE 02 S.R.O.,DOSTUPNE BYVANIE 02 S.R.O.,
Mesto Prešov,Mesto Prešov,
"ABLE Solutions, j. s. a.","ABLE Solutions, j. s. a.",
KLIMA TEAM s.r.o.,KLIMA TEAM s.r.o.,
"FINASIST, a.s.","FINASIST, a.s.",
"Premont Real, s.r.o.","Premont Real, s.r.o.",
"Závody ťažkého strojárstva Dubnica nad Váhom,akciová spoločnosť v konkurze","Závody ťažkého strojárstva Dubnica nad Váhom,akciová spoločnosť v konkurze",
"MICHATEK, k.s.","MICHATEK, k.s.",
iERP j. s. a.,iERP j. s. a.,
"ISC Issus, j.s.a.","ISC Issus, j.s.a.",
KAPPA Investments Partners a. s.,KAPPA Investments Partners a. s.,
QUANT EQUITY j.s.a.,QUANT EQUITY j.s.a.,
"JMG SKI TRAVEL, s.r.o.","JMG SKI TRAVEL, s.r.o.",
European Automotive Technology Centre j.s.a.,European Automotive Technology Centre j.s.a.,
AFG s.r.o.,AFG s.r.o.,
"REIA, s.r.o.","REIA, s.r.o.",
FOKUS očná optika a.s.,FOKUS očná optika a.s.,
"SOLIDITA - centrum ekonomického poradenstva, spol.s r.o.","SOLIDITA - centrum ekonomického poradenstva, spol.s r.o.",
Barborak s.r.o.,Barborak s.r.o.,
MCM INVEST j.s.a.,MCM INVEST j.s.a.,
"Retail Property Finance I, s.r.o.","Retail Property Finance I, s.r.o.",
"DMMB, s. r. o.","DMMB, s. r. o.",
"ColosseoEAS, a.s.","ColosseoEAS, a.s.",
Blue Boson Tech SE,Blue Boson Tech,SE
"Venture to Future Fund, a.s.","Venture to Future Fund, a.s.",
"PARTNERS INVESTMENTS, o.c.p., a.s.","PARTNERS INVESTMENTS, o.c.p., a.s.",
sli.do s. r. o.,sli.do s. r. o.,
Roľnícke podielnické družstvo Závada,Roľnícke podielnické družstvo Závada,
Stavebná firma KOMPLETING spol. s r.o.,Stavebná firma KOMPLETING spol. s r.o.,
BCG Trading,BCG Trading,
GOODWAY spol. s r.o.,GOODWAY spol. s r.o.,
"BK-Konzult Slovakia, s.r.o.","BK-Konzult Slovakia, s.r.o.",
"Synergy Investment, s. r. o.","Synergy Investment, s. r. o.",
INOTESKA s.r.o.,INOTESKA s.r.o.,
VALČÍKOVA REZIDENCE a.s.,VALČÍKOVA REZIDENCE a.s.,
DEETY j. s. a.,DEETY j. s. a.,
SEC spol. s r. o.,SEC spol. s r. o.,
"D-Unite 45, s.r.o.","D-Unite 45, s.r.o.",
A.I.I. Slovensko s. r. o.,A.I.I. Slovensko s. r. o.,
"JK Koučing, s. r. o.","JK Koučing, s. r. o.",
"Fraktal Trading, s. r. o.","Fraktal Trading, s. r. o.",
WSB Invest j. s. a.,WSB Invest j. s. a.,
UXtweak j. s. a.,UXtweak j. s. a.,
LUXE a.s.,LUXE a.s.,
"Artactive, j. s. a.","Artactive, j. s. a.",
"BENCONT COLLECTION, a. s.","BENCONT COLLECTION, a. s.",
"UNIVERSUM-REAL, s.r.o.","UNIVERSUM-REAL, s.r.o.",
TOMECOLLECTION SK s.r.o.,TOMECOLLECTION SK s.r.o.,
T & G s. r. o.,T & G s. r. o.,
Lady LL s.r.o.,Lady LL s.r.o.,
CREASTRIPE j. s. a. v likvidácii,CREASTRIPE j. s. a. v likvidácii,
"JURI-TRANS PLUS, s. r. o.","JURI-TRANS PLUS, s. r. o.",
"Real Quantum Fund, s.r.o.","Real Quantum Fund, s.r.o.",
"Delta Leas, s. r. o.","Delta Leas, s. r. o.",
Elmolis j.s.a.,Elmolis j.s.a.,
"Zinc Euro,a.s.","Zinc Euro,a.s.",
Odborové združenie Geológ OZ PBGN SR,Odborové združenie Geológ OZ PBGN SR,
"ERFIN, s.r.o.","ERFIN, s.r.o.",
"DataSundowner, s.r.o.","DataSundowner, s.r.o.",
"Railtrans Wagon, s.r.o.","Railtrans Wagon, s.r.o.",
BizPartner a.s.,BizPartner a.s.,
New Prospect s.r.o.,New Prospect s.r.o.,
"J&T ENERGY FINANCING EUR VII, a.s.","J&T ENERGY FINANCING EUR VII, a.s.",
Aquila Real Asset Finance III a. s. v likvidácii,Aquila Real Asset Finance III a. s. v likvidácii,
"BAULI SLOVAKIA & CZECH REPUBLIC s.r.o., skratka obchodného mena: BAULI SK CZ s.r.o.","BAULI SLOVAKIA & CZECH REPUBLIC s.r.o., skratka obchodného mena: BAULI SK CZ s.r.o.",
CB SPECTER j. s. a.,CB SPECTER j. s. a.,
CB CVIKER j. s. a.,CB CVIKER j. s. a.,
CB ISA j. s. a.,CB ISA j. s. a.,
Propatris s. r. o.,Propatris s. r. o.,
"Systém inžinierskych služieb, spol. s r.o.","Systém inžinierskych služieb, spol. s r.o.",
"AKCIOVÉ PORTFÓLIO, otvorený podielový fond Eurizon Asset Management Slovakia, správ. spol., a.s.","AKCIOVÉ PORTFÓLIO, otvorený podielový fond Eurizon Asset Management Slovakia, správ. spol., a.s.",
"KISKA TRAVEL, s.r.o.","KISKA TRAVEL, s.r.o.",
HB REAVIS Finance SK VI s.r.o.,HB REAVIS Finance SK VI s.r.o.,
OCTOPUS INVEST s.r.o.,OCTOPUS INVEST s.r.o.,
IMAGINE j.s.a.,IMAGINE j.s.a.,
RAAR s. r. o.,RAAR s. r. o.,
"MASTERVITA PARTNERS, a.s.","MASTERVITA PARTNERS, a.s.",
"STONEBRIDGE CAPITAL INVESTMENT FUND, investičný fond s premenlivým základným imaním","STONEBRIDGE CAPITAL INVESTMENT FUND, investičný fond s premenlivým základným imaním",
"PODPORA, družstvo pre technický a sociálny rozvoj","PODPORA, družstvo pre technický a sociálny rozvoj",
OBS Slovakia s.r.o.,OBS Slovakia s.r.o.,
"Eurovea byty, s. r. o.","Eurovea byty, s. r. o.",
"FORCE CODE, s. r. o.","FORCE CODE, s. r. o.",
"Herbafarma, s.r.o.","Herbafarma, s.r.o.",
"Eterus Capital, a. s.","Eterus Capital, a. s.",
"SEET GROUP, a. s.","SEET GROUP, a. s.",
"MUDr. Janka Palúchová, s.r.o.","MUDr. Janka Palúchová, s.r.o.",
"M.J. Trade, s. r. o.","M.J. Trade, s. r. o.",
"ZT Investments, s. r. o.","ZT Investments, s. r. o.",
"U.P. o.c.p., a.s","U.P. o.c.p., a.s",
"OZ - Ochrana práv malých akcionárov spoločnosti SLOVNAFT, a.s.","OZ - Ochrana práv malých akcionárov spoločnosti SLOVNAFT, a.s.",
Združenie priateľov Základnej školy internátnej pre nevidiacich a slabozrakých v Levoči,Združenie priateľov Základnej školy internátnej pre nevidiacich a slabozrakých v Levoči,
"Tripi, s.r.o.","Tripi, s.r.o.",
"R GES, s. r. o.","R GES, s. r. o.",
"Univerzitná nemocnica - Nemocnica svätého Michala, a. s.","Univerzitná nemocnica - Nemocnica svätého Michala, a. s.",
MTB Solutions s.r.o.,MTB Solutions s.r.o.,
"DB Biotech, a.s.","DB Biotech, a.s.",
Bratislava parking s. r. o.,Bratislava parking s. r. o.,
OFFERO j.s.a.,OFFERO j.s.a.,
Pôžičky a exekúcie s.r.o.,Pôžičky a exekúcie s.r.o.,
PRODOM spol. s r.o.,PRODOM spol. s r.o.,
"Approval, s.r.o.","Approval, s.r.o.",
MIDECON s. r. o.,MIDECON s. r. o.,
Obec Prituľany,Obec Prituľany,
EREVITA s. r. o.,EREVITA s. r. o.,
Investment II a.s. investičný fond s premenlivým základným imaním,Investment II a.s. investičný fond s premenlivým základným imaním,
"SL - TRADE, s.r.o.","SL - TRADE, s.r.o.",
News and Media Holding a.s.,News and Media Holding a.s.,
"IURIS GROUP, a.s.","IURIS GROUP, a.s.",
BOMAR GROUP s.r.o.,BOMAR GROUP s.r.o.,
Quintela Gastro s.r.o.,Quintela Gastro s.r.o.,
CleverSo s. r. o.,CleverSo s. r. o.,
ABRUZZO a. s.,ABRUZZO a. s.,
Elektrovod a.s.,Elektrovod a.s.,
"AG INVEST, j. s. a.","AG INVEST, j. s. a.",
WTC-MACRO Enviro a.s.,WTC-MACRO Enviro a.s.,
"Poštová 1, a.s.","Poštová 1, a.s.",
"J&T ENERGY FINANCING EUR VIII, a.s.","J&T ENERGY FINANCING EUR VIII, a.s.",
"J&T ENERGY FINANCING EUR IX, a.s.","J&T ENERGY FINANCING EUR IX, a.s.",
Poľnohospodárske družstvo vlastníkov,Poľnohospodárske družstvo vlastníkov,
RTP 01 s. r. o.,RTP 01 s. r. o.,
RTP 02 s.r.o. v likvidácii,RTP 02 s.r.o. v likvidácii,
ADVENTURA s.r.o.,ADVENTURA s.r.o.,
"ProViva, s. r. o.","ProViva, s. r. o.",
"Margius, s.r.o.","Margius, s.r.o.",
bmSource s.r.o.,bmSource s.r.o.,
"BELANO, s.r.o.","BELANO, s.r.o.",
"Across Properties, a.s.","Across Properties, a.s.",
Q-CORP s.r.o.,Q-CORP s.r.o.,
"CV2, s.r.o.","CV2, s.r.o.",
"ARTICON, s.r.o.","ARTICON, s.r.o.",
Greenside s. r. o.,Greenside s. r. o.,
NETQUI j.s.a.,NETQUI j.s.a.,
"ANDACO, s.r.o.","ANDACO, s.r.o.",
"ANDACO SK, a.s.","ANDACO SK, a.s.",
"DANY SLOVAKIA, a. s.","DANY SLOVAKIA, a. s.",
TCT Investments s. r. o.,TCT Investments s. r. o.,
"STAV-TRADE, spol. s r.o.","STAV-TRADE, spol. s r.o.",
"STONEBRIDGE CAPITAL INVESTMENT FUND, investičný fond s premenlivým základným imaním, podfond Fibonacci Fund","STONEBRIDGE CAPITAL INVESTMENT FUND, investičný fond s premenlivým základným imaním, podfond Fibonacci Fund",
"STONEBRIDGE CAPITAL INVESTMENT FUND, investičný fond s premenlivým základným imaním, podfond Da Vinci Fund","STONEBRIDGE CAPITAL INVESTMENT FUND, investičný fond s premenlivým základným imaním, podfond Da Vinci Fund",
"IN GROUP, a.s.","IN GROUP, a.s.",
"Advokátska kancelária JUDr. Andrej Jaroš, spol. s r.o.","Advokátska kancelária JUDr. Andrej Jaroš, spol. s r.o.",
"NEDES, s.r.o.","NEDES, s.r.o.",
"GLAS 2000, spol. s r.o.","GLAS 2000, spol. s r.o.",
"ISC Sidon, s.r.o.","ISC Sidon, s.r.o.",
MAPO s.r.o.,MAPO s.r.o.,
PILLÁR j. s. a.,PILLÁR j. s. a.,
A.B.F. Invest s.r.o.,A.B.F. Invest s.r.o.,
"River bunker and Supply, s.r.o.","River bunker and Supply, s.r.o.",
"ELETTROMIL SLOVAKIA, spol. s r.o.","ELETTROMIL SLOVAKIA, spol. s r.o.",
"AMBROPEK, spol. s r.o.","AMBROPEK, spol. s r.o.",
BAMASTAV s.r.o.,BAMASTAV s.r.o.,
E8GHT s.r.o.,E8GHT s.r.o.,
"Shop, s.r.o.","Shop, s.r.o.",
"CassImmo, a.s.","CassImmo, a.s.",
Idee.sk s. r. o.,Idee.sk s. r. o.,
TIPCSÁK s.r.o.,TIPCSÁK s.r.o.,
"OK AMBULANCIA, a. s.","OK AMBULANCIA, a. s.",
BLUE BOSON a.s.,BLUE BOSON a.s.,
"KLF-ENERGETIKA, a.s.","KLF-ENERGETIKA, a.s.",
Leier Baustoffe SK s.r.o.,Leier Baustoffe SK s.r.o.,
InoBat Auto j.s.a.,InoBat Auto j.s.a.,
"Slovenská banská, spol. s r.o.","Slovenská banská, spol. s r.o.",
monea coin technology s.r.o.,monea coin technology s.r.o.,
"OCTAGO CORPORATION, j.s.a.","OCTAGO CORPORATION, j.s.a.",
"Software602 Slovensko, s.r.o.","Software602 Slovensko, s.r.o.",
"Salve Group, a. s.","Salve Group, a. s.",
"NET LINE, spol. s. r. o.","NET LINE, spol. s. r. o.",
"SWISSCOLOR, s.r.o.","SWISSCOLOR, s.r.o.",
Ringsford s.r.o.,Ringsford s.r.o.,
Quantum Financial s.r.o.,Quantum Financial s.r.o.,
"Erste Asset Management GmbH, ERSTE Realitná Renta, o.p.f.","Erste Asset Management GmbH, ERSTE Realitná Renta, o.p.f.",
helskefichte a. s.,helskefichte a. s.,
"ČEZ Slovensko, s.r.o.","ČEZ Slovensko, s.r.o.",
conArch s.r.o.,conArch s.r.o.,
REAL NOVA j. s. a.,REAL NOVA j. s. a.,
"BCF ENERGY, s. r. o.","BCF ENERGY, s. r. o.",
KASA DEIAS s.r.o.,KASA DEIAS s.r.o.,
"Retail Property Finance II, s.r.o.","Retail Property Finance II, s.r.o.",
"Retail Property Finance III, s.r.o.","Retail Property Finance III, s.r.o.",
"AIS, s.r.o.","AIS, s.r.o.",
MUDr. Mária Alaksová s.r.o.,MUDr. Mária Alaksová s.r.o.,
Ryvenia s.r.o.,Ryvenia s.r.o.,
"MONAQ Leasing, a. s.","MONAQ Leasing, a. s.",
Robert Györi - Robcentra,Robert Györi - Robcentra,
"HABERL Financing, s. r. o.","HABERL Financing, s. r. o.",
"BUKOCEL, a.s.","BUKOCEL, a.s.",
MINI-comp s.r.o.,MINI-comp s.r.o.,
yew j. s. a.,yew j. s. a.,
NNG Funding s.r.o.,NNG Funding s.r.o.,
"Axelero Capital Advisors, j. s. a., skrátene: AxCap j. s. a.","Axelero Capital Advisors, j. s. a., skrátene: AxCap j. s. a.",
"GOLDSIDE Real Estate Fund, o.p.f., RIB SLOVAKIA, správ. spol., a.s.","GOLDSIDE Real Estate Fund, o.p.f., RIB SLOVAKIA, správ. spol., a.s.",
"FYTOPHARMA, a.s.","FYTOPHARMA, a.s.",
LOYAL SERVICE s. r. o.,LOYAL SERVICE s. r. o.,
REDLEE j.s.a.,REDLEE j.s.a.,
POŠTOVÁ ZÁLOŽŇA a.s.,POŠTOVÁ ZÁLOŽŇA a.s.,
B.R.E.T. Europe s.r.o.,B.R.E.T. Europe s.r.o.,
"Rímskokatolícka cirkev, Farnosť Bratislava - Dlhé Diely","Rímskokatolícka cirkev, Farnosť Bratislava - Dlhé Diely",
Majestic Financial a.s.,Majestic Financial a.s.,
HardWood Investments j. s. a.,HardWood Investments j. s. a.,
"PROSOFT Košice, a.s.","PROSOFT Košice, a.s.",
"See & Go, s.r.o.","See & Go, s.r.o.",
Market Advisory s. r. o.,Market Advisory s. r. o.,
GERRY j.s.a.,GERRY j.s.a.,
PNZ Invest s. r. o.,PNZ Invest s. r. o.,
SunPromo s. r. o.,SunPromo s. r. o.,
"STADREKO, s.r.o.","STADREKO, s.r.o.",
PPS Group a.s.,PPS Group a.s.,
GlobalMed a. s.,GlobalMed a. s.,
"Moder Wealth Management, s.r.o.","Moder Wealth Management, s.r.o.",
H&B COMPANY SK s.r.o.,H&B COMPANY SK s.r.o.,
Avanea Investment Holding a.s.,Avanea Investment Holding a.s.,
"Plachtince Power, s. r. o.","Plachtince Power, s. r. o.",
"Immocap Invest II, s. r. o.","Immocap Invest II, s. r. o.",
"MALEK, s. r. o.","MALEK, s. r. o.",
"BLIK SK, a.s.","BLIK SK, a.s.",
"Synergy Solutions, s. r. o.","Synergy Solutions, s. r. o.",
"iClinic Bratislava Capitals, a. s.","iClinic Bratislava Capitals, a. s.",
GymBeam Team j.s.a.,GymBeam Team j.s.a.,
"CASSOFIN, a.s.","CASSOFIN, a.s.",
Okresné správcovské bytové družstvo Prievidza,Okresné správcovské bytové družstvo Prievidza,
"Aspera Trade, s. r. o.","Aspera Trade, s. r. o.",
EXSTAVMAT s.r.o.,EXSTAVMAT s.r.o.,
DONE s.r.o.,DONE s.r.o.,
"SVOMA, s.r.o.","SVOMA, s.r.o.",
IPM GF I j.s.a.,IPM GF I j.s.a.,
IPM GF VII j.s.a.,IPM GF VII j.s.a.,
adv j.s.a.,adv j.s.a.,
"MGO GROUP, s. r. o.","MGO GROUP, s. r. o.",
"MGO Real Estate I, s.r.o.","MGO Real Estate I, s.r.o.",
BauHausEurope s. r. o.,BauHausEurope s. r. o.,
WH Holding j. s. a.,WH Holding j. s. a.,
PAMPAJA s.r.o.,PAMPAJA s.r.o.,
"Chess Arcade, j. s. a.","Chess Arcade, j. s. a.",
"HYDROFIN, a.s. v likvidácii","HYDROFIN, a.s. v likvidácii",
"U.B.L.C., s.r.o.","U.B.L.C., s.r.o.",
"REASST, s.r.o.","REASST, s.r.o.",
Poľnohospodárske družstvo Malženice,Poľnohospodárske družstvo Malženice,
"TOP Development, a.s.","TOP Development, a.s.",
"J&T ENERGY FINANCING EUR X, a. s.","J&T ENERGY FINANCING EUR X, a. s.",
Apollo Group a.s.,Apollo Group a.s.,
"L.V.M.D., spol. s r.o.","L.V.M.D., spol. s r.o.",
CHITBAR Company j.s.a. v likvidácii,CHITBAR Company j.s.a. v likvidácii,
TERSIM s.r.o.,TERSIM s.r.o.,
AKRO SK s.r.o.,AKRO SK s.r.o.,
"MINERFIN, a.s.","MINERFIN, a.s.",
"COREX, s.r.o.","COREX, s.r.o.",
Nadácia pre deti Slovenska,Nadácia pre deti Slovenska,
"WINNER GROUP, a. s.","WINNER GROUP, a. s.",
"ČOVDESIGN, s.r.o.","ČOVDESIGN, s.r.o.",
Odborový zväz pracovníkov poľnohospodárstva na Slovensku,Odborový zväz pracovníkov poľnohospodárstva na Slovensku,
"INVESTORSKÁ OBCHODNÁ, akciová spoločnosť","INVESTORSKÁ OBCHODNÁ, akciová spoločnosť",
"ADATE Group, a.s.","ADATE Group, a.s.",
"Digital Investments Group, s. r. o.","Digital Investments Group, s. r. o.",
"Urbár Gerlachov, pozem. spol.","Urbár Gerlachov, pozem. spol.",
EMED s.r.o.,EMED s.r.o.,
"AS TRENČÍN, a.s.","AS TRENČÍN, a.s.",
BOPAL property a. s.,BOPAL property a. s.,
ADVANCE IM j. s. a.,ADVANCE IM j. s. a.,
IMPERIAL Gold a. s.,IMPERIAL Gold a. s.,
Prosight Partners s.r.o.,Prosight Partners s.r.o.,
"Ski - TMG Remata, Stredisko telesne postihnutých športovcov, s.r.o.","Ski - TMG Remata, Stredisko telesne postihnutých športovcov, s.r.o.",
IPM GF VIII j.s.a.,IPM GF VIII j.s.a.,
HB REAVIS Finance SK VII s. r. o.,HB REAVIS Finance SK VII s. r. o.,
MUDr. Milan Minarik - STK,MUDr. Milan Minarik - STK,
"i - COMMERCE, s.r.o. v likvidácii","i - COMMERCE, s.r.o. v likvidácii",
"AVENIX GROUP, a.s.","AVENIX GROUP, a.s.",
"GA Holding, j. s. a. v likvidácii","GA Holding, j. s. a. v likvidácii",
EdTech Labs Europe j. s. a.,EdTech Labs Europe j. s. a.,
Slovenská provincia rádu menších bratov kapucínov,Slovenská provincia rádu menších bratov kapucínov,
RED RABBIT INVEST s. r. o.,RED RABBIT INVEST s. r. o.,
"int. e. s., spol. s r.o.","int. e. s., spol. s r.o.",
Effectivity s.r.o.,Effectivity s.r.o.,
WAKIVAKY j.s.a.,WAKIVAKY j.s.a.,
Smart Building Solutions j. s. a.,Smart Building Solutions j. s. a.,
"ITECO, spol. s r.o.","ITECO, spol. s r.o.",
"CBA SK, a.s.","CBA SK, a.s.",
Pilotstore s.r.o.,Pilotstore s.r.o.,
"power point, s. r. o.","power point, s. r. o.",
HADAC & HD s. r. o.,HADAC & HD s. r. o.,
"HRONSKÝ, s. r. o.","HRONSKÝ, s. r. o.",
